Date,Strategy_Return,Cumulative_Equity
2015-08-24,,1.0
2015-08-25,-0.0011092912074614155,0.9988907087925386
2015-08-26,0.0010678010024069192,0.9999573252926822
2015-08-27,0.006792714739055109,1.0067497501546239
2015-08-28,-0.00835803668222677,0.998335298813009
2015-08-31,-0.0035039533939166217,0.9948371784544664
2015-09-01,-0.010352976277216793,0.984537652746234
2015-09-02,-0.00012118551644943194,0.984418341042322
2015-09-03,0.0006721419514419797,0.9850800099071054
2015-09-04,-0.015480626252960067,0.9698303544444714
2015-09-07,0.008420799450396105,0.9779971013601548
2015-09-08,-0.0008460748386352137,0.9771696426204358
2015-09-09,0.004013839134757706,0.9810918443732829
2015-09-10,0.0104526406740285,0.9913468448907368
2015-09-11,-0.0026803866274238736,0.9886896520645527
2015-09-14,0.0026874824101119476,0.991346738113536
2015-09-15,-0.004146272371309851,0.9872363445229076
2015-09-16,-0.0008501971599532644,0.9863969989865916
2015-09-18,0.0024059321875683506,0.9887702032761743
2015-09-21,0.007816956716161724,0.9964993771574145
2015-09-22,-0.015831566826846565,0.980723230675036
2015-09-23,-0.007676253452233066,0.9731949505898816
2015-09-24,0.0024088861066428975,0.9755392663854126
2015-09-28,-0.0026587448019425417,0.9729455564318196
2015-09-29,0.0007194452322302935,0.973645537473614
2015-09-30,0.0043508096148589855,0.9778816838395188
2015-10-01,-0.0039120387068333744,0.9740561728416353
2015-10-05,-0.0025732323827902196,0.9715496999550224
2015-10-06,0.0015338443730198573,0.9730399059954076
2015-10-07,0.0007090343982472216,0.9737298247596256
2015-10-08,-0.002802110891406905,0.9710013258123789
2015-10-09,0.0020406450864043344,0.97298279489679
2015-10-12,0.0018144650985092603,0.9747482382195802
2015-10-13,-0.000227565415874278,0.9745264192313771
2015-10-14,0.0006484774456217536,0.9751583776344112
2015-10-15,-0.0010757206551245352,0.9741093796255721
2015-10-16,0.0014496984100777534,0.975521544444457
2015-10-19,0.001787431284794147,0.9772652221719877
2015-10-20,0.0003142362635268384,0.9775723143438778
2015-10-21,-0.001213978755276426,0.9763855623225179
2015-10-23,0.0034309905014765977,0.9797355319126254
2015-10-26,0.004810383577927781,0.9844484356260502
2015-10-27,-0.0007268947387734755,0.9837328452375999
2015-10-28,-0.00042688128566257963,0.9833129080958763
2015-10-29,3.2418704588396444e-05,0.9833447858265619
2015-10-30,0.0019276594160319866,0.9852403396621664
2015-11-02,0.002858851161217105,0.9880569951512875
2015-11-03,4.471015304688467e-05,0.9881011713307598
2015-11-04,-0.0008989437917762581,0.9872129239171451
2015-11-05,0.005203261696597844,0.9923496511105496
2015-11-06,0.0017908739511640923,0.9941268242511703
2015-11-09,-0.0034144958443073203,0.9907323823410502
2015-11-10,-0.008563172900967302,0.9822485696524765
2015-11-13,-0.00010302461582620226,0.9821473738709423
2015-11-16,0.000827633999298178,0.9829602324298793
2015-11-17,0.0005644322101152283,0.9835150468463251
2015-11-18,-0.002464515537652724,0.981091158731857
2015-11-19,-0.00269587991531728,0.9784462547819365
2015-11-20,0.003747765889913709,0.982113242280722
2015-11-23,0.0007417680148806194,0.9828417424708366
2015-11-24,0.0003280612739603228,0.9831641747849729
2015-11-26,0.0025861024772795404,0.9857067380929568
2015-11-27,0.0012082705971312583,0.9868977385619887
2015-11-30,0.0008790747727455049,0.9877652954672381
2015-12-01,-0.0008529618879599836,0.986922769315955
2015-12-02,0.0009609511144043036,0.9878711538509602
2015-12-03,-0.0008146229268662247,0.9870664113602434
2015-12-04,0.0010529298896148683,0.9881057230877995
2015-12-07,0.002778495961908412,0.9908511708493376
2015-12-08,0.0016988500976890047,0.9925344784577302
2015-12-09,0.008922367176879026,1.0013902355102422
2015-12-10,-0.005538466701337523,0.9958440690358242
2015-12-11,-0.004267746601168951,0.9915940588949023
2015-12-14,-0.004507261569040436,0.9871246851011565
2015-12-15,0.0022020179838474732,0.989298351410049
2015-12-16,-0.0021264491175570542,0.9871946588036925
2015-12-17,-0.0016824403636703708,0.9855337626629214
2015-12-18,0.0006423668741675033,0.9861668369054296
2015-12-21,0.0011545739879548298,0.9873054394831043
2015-12-22,-0.0018010094678288931,0.9855272930389564
2015-12-23,0.0017939179897635486,0.9872952481793419
2015-12-24,0.0006742567971728291,0.9879609387112432
2015-12-28,-0.00045056227129289386,0.9875158007867488
2015-12-29,-0.0014640172992284159,0.9860700605711357
2015-12-30,-0.0003588079728456886,0.9857162507716183
2015-12-31,0.001674076349708395,0.9873664150345582
2016-01-01,0.0015083873185097925,0.9888557460137188
2016-01-04,-0.006524529064236756,0.9824039279585148
2016-01-05,-0.002507582258295842,0.9799404692982859
2016-01-06,-0.0012265870712950561,0.9787384869880058
2016-01-07,0.003950955422920457,0.982605439120792
2016-01-08,-0.004162906365396062,0.9785149446836033
2016-01-11,0.0029732006656785176,0.981424265968513
2016-01-12,-0.0026611534706273616,0.9788125453769729
2016-01-13,0.009928834462393843,0.9885310131097353
2016-01-14,-0.000596208353626126,0.9879416426619008
2016-01-15,-0.005409544548409181,0.9825973283346927
2016-01-18,0.026969192034161482,1.0090971843748051
2016-01-19,-0.007598232933276796,1.0014298289156116
2016-01-20,-0.007698870723774248,0.9937199501238588
2016-01-21,0.00367112981848267,0.9973680250639797
2016-01-22,-0.00185622639010435,0.9955166842152097
2016-01-25,-0.002208856115371846,0.9933177310993262
2016-01-27,0.0007539169984615965,0.9940666102216753
2016-01-28,0.0017771151408123582,0.9958331810456762
2016-01-29,0.0026794430316635994,0.9985014593233285
2016-02-01,0.0006623106692189649,0.999162777493069
2016-02-02,-0.0008398001596124679,0.9983236804330515
2016-02-03,0.0055172543617375116,1.0038316861133465
2016-02-04,0.004544652303213998,1.008393752097681
2016-02-05,-0.002944456793947798,1.0054245802633424
2016-02-08,-0.0022955231170342684,1.0031166048969133
2016-02-09,0.0010903964393805781,1.0042103996711764
2016-02-10,0.0034616904026467145,1.0076866651739562
2016-02-11,0.016209131750715814,1.0240203910932002
2016-02-12,0.013021359882422073,1.0373545291325634
2016-02-15,-0.011062359710161947,1.0258789401843333
2016-02-16,-0.02112213376695992,1.0042101879810528
2016-02-17,-0.00219077606342184,1.0020101883385795
2016-02-18,-0.0007756648718969726,1.0012329642342024
2016-02-19,-0.001309032907830888,0.9999223173356148
2016-02-22,0.0022100123623774053,1.0021321580183435
2016-02-23,-0.006372909604139607,0.9957456603638913
2016-02-24,0.004094429037245065,0.999822670309396
2016-02-25,0.0009380489101811384,1.000760552875654
2016-02-26,0.0034045441114685117,1.004167686322937
2016-02-29,0.0031273777902901282,1.0073080980428704
2016-03-01,-0.0005834201171973421,1.0067204142342563
2016-03-02,0.006765345451546772,1.0135312256096753
2016-03-03,0.0031035898024339946,1.0166768107859259
2016-03-04,0.0017360217717309649,1.0184417838642643
2016-03-08,0.0004445846487949858,1.0188945674470617
2016-03-09,0.00035150499328562887,1.0192527139751508
2016-03-10,-0.003389612387818268,1.0157978423495433
2016-03-11,0.0005805500000965649,1.0163875637870174
2016-03-14,-6.35906816130893e-05,1.0163229310090531
2016-03-15,-0.00034515488759534273,1.0159721421820402
2016-03-16,0.0016422940652052692,1.0176406672015597
2016-03-17,9.183761303921776e-05,1.0177341248913672
2016-03-18,0.001247103095553583,1.0190033442689697
2016-03-21,0.0027251689643192417,1.021780300557309
2016-03-22,0.002171841698111709,1.0239994456203685
2016-03-23,0.0031179942816928273,1.0271922700362695
2016-03-28,-0.003408118666485834,1.0236914768866887
2016-03-29,0.002759552721566082,1.0265164074877755
2016-03-30,0.0005080645491477455,1.0270379440835384
2016-03-31,0.0013188605842512674,1.0283924639465207
2016-04-01,-0.00022290702941951814,1.028163228037305
2016-04-04,0.0009731485293026785,1.0291637835705525
2016-04-05,0.0004660898768187186,1.0296434663916632
2016-04-06,-0.003110069843891836,1.0264412032968784
2016-04-07,-0.0032518910911688427,1.0231033282922686
2016-04-08,-0.0014605544986310652,1.021609030123567
2016-04-11,0.003968310922589171,1.0256630923964218
2016-04-12,0.004648644555592668,1.030431035546763
2016-04-13,0.0025415328395966773,1.0330499098625445
2016-04-18,0.0027144578782032653,1.0358540803289482
2016-04-20,-0.0009221053394499172,1.034898913750586
2016-04-21,-0.0017894199611525115,1.0330470449765454
2016-04-22,0.0006575496485859114,1.0337263246979425
2016-04-25,-0.001441512227822422,1.0322361955606685
2016-04-26,-0.00040087646712463096,1.031822396361354
2016-04-27,0.0023474974559778493,1.0342445968118332
2016-04-28,-0.0034815940887192743,1.0306437769372834
2016-04-29,0.0008349053353943162,1.0315042669255392
2016-05-02,0.0006653277195682962,1.0321905553071777
2016-05-03,-0.003961814903792194,1.0281012073816083
2016-05-04,0.005378760209670293,1.0336311172473864
2016-05-05,0.00028714654326141703,1.0339279208497114
2016-05-06,0.001462272630415523,1.0354398053501923
2016-05-09,-0.0007452853049046759,1.0346681072791515
2016-05-10,0.0012115197453836427,1.035921628121039
2016-05-11,0.0012719184483207463,1.0372392359508606
2016-05-12,0.0024969259453639075,1.0398291455106556
2016-05-13,-0.0012253342556312434,1.0385550072386578
2016-05-16,0.0004294874021994478,1.039001053530758
2016-05-17,-0.000903907452591782,1.0380618927352208
2016-05-18,0.0003995068022852801,1.0384766055225616
2016-05-19,-0.005569369707210125,1.0326929453741178
2016-05-20,0.005854789873297165,1.0387391455729196
2016-05-23,0.006647355990922582,1.0456440144552497
2016-05-24,0.004926069582096507,1.0507949296285588
2016-05-25,-0.0007860482472949979,1.0499689541158579
2016-05-26,0.0026734222408531048,1.0527759644699966
2016-05-27,0.0020857877999793935,1.0549718317327996
2016-05-30,0.00038977631410087545,1.0553830347648525
2016-05-31,-0.0013202456664575405,1.0539896698867515
2016-06-01,-0.0031124125143499348,1.0507092192482004
2016-06-02,0.0019215116376104589,1.0527281692407304
2016-06-03,-0.0030499141966187607,1.0495174386521826
2016-06-06,-0.0009682031683309427,1.048501292542861
2016-06-07,0.0005678025351992138,1.0490966342349266
2016-06-08,0.0026802973797086654,1.0519085251947276
2016-06-09,0.0007582715198374579,1.052706157470857
2016-06-10,-0.00030797442203001166,1.0523819509004424
2016-06-13,0.0006918025301722163,1.053109991396783
2016-06-14,-0.0006856565693850265,1.0523879196128967
2016-06-15,0.0009597028264632265,1.053397899273885
2016-06-16,-0.0007998040687817816,1.0525553873479996
2016-06-17,0.003918666023163648,1.0566800003818981
2016-06-20,-0.0021160337291585255,1.0544440298601627
2016-06-21,-0.001875389119201889,1.0524665369997555
2016-06-22,0.00018842268883563525,1.0526648455745666
2016-06-23,0.0008388430324363907,1.0535478661457676
2016-06-24,0.0029195781136012937,1.056623781437398
2016-06-27,0.005429957102465612,1.0623612032440481
2016-06-28,0.0029752987600911397,1.065522045214829
2016-06-29,0.0005279796645792841,1.0660846191868634
2016-06-30,0.0029327412071576183,1.0692111694798696
2016-07-01,0.002653145962071724,1.0720479427767773
2016-07-04,0.0011445220503931638,1.0732749252863638
2016-07-05,0.003263697092463057,1.0767777695394345
2016-07-07,-0.0018749839655091026,1.0747588284871314
2016-07-08,0.0024091856414145203,1.077348122024706
2016-07-11,-0.0014322152368152314,1.075805127628988
2016-07-12,0.0008310379889847013,1.0766991625587923
2016-07-13,0.001835313157138011,1.0786752426981159
2016-07-14,-0.002206461004826671,1.0762951878382305
2016-07-15,-0.0018154646234640876,1.0743412120003055
2016-07-18,0.0025373378507820682,1.077067178622169
2016-07-19,-0.0007702816621825393,1.0762375335255376
2016-07-20,0.002879839488955509,1.0793369248740805
2016-07-21,-0.0024804854368279568,1.0766596453504997
2016-07-22,-0.003319721990192328,1.073085434649877
2016-07-25,0.0017410220782100457,1.0749537000834082
2016-07-26,-0.002177142209334376,1.0726133730098764
2016-07-27,-0.0004958940859592256,1.07208147038168
2016-07-28,-0.002223299834028395,1.0696979118265155
2016-07-29,-0.0004318282449900045,1.069235986054582
2016-08-01,0.0026419990389515645,1.0720609065021505
2016-08-02,0.0017298709885436388,1.0739154335622605
2016-08-03,0.004874266478024478,1.079149983560306
2016-08-04,0.00011531697475736578,1.0792744278717197
2016-08-05,-0.000255484497398757,1.0789986899869595
2016-08-08,0.003215614815196463,1.0824683341600592
2016-08-09,-0.0001891804918115303,1.0822635522682325
2016-08-10,0.0037597280054356627,1.0863325688549577
2016-08-11,-8.594557873547011e-05,1.0862392033736281
2016-08-12,-0.0018679168547419667,1.0842101988573651
2016-08-16,0.0009357545188355146,1.0852247534503134
2016-08-17,0.004773655009971281,1.0904052420315664
2016-08-18,0.0017921678257043483,1.0923594312233147
2016-08-19,0.002195881596771784,1.094758123195398
2016-08-22,0.00019461805922343957,1.0949711828966533
2016-08-23,-0.0005765558464991933,1.094339870859406
2016-08-24,-0.00044454665285841895,1.0938533857327262
2016-08-25,-0.002662361652431773,1.0909411524251686
2016-08-26,0.002875920327013552,1.0940786122610038
2016-08-29,0.0005181382263477868,1.0946454962126457
2016-08-30,0.0019939321918947977,1.0968281451062567
2016-08-31,0.0006867104790317103,1.0975813484871981
2016-09-01,-0.0009697164442169804,1.0965170058047042
2016-09-02,-0.00048474759377723024,1.0959854718246047
2016-09-06,0.001496254880842782,1.097625345436155
2016-09-07,0.0019175222013790329,1.099730066404825
2016-09-08,0.0011226533880747086,1.1009646820898422
2016-09-09,-0.004482122005755579,1.0960300240606875
2016-09-12,0.0032341468759991923,1.0995747461390049
2016-09-14,-0.005349924823092014,1.0936921039097907
2016-09-15,0.00016899647951429595,1.093876934025024
2016-09-16,0.001194077184553169,1.0951831075146523
2016-09-19,-0.0005449777010883775,1.094586257142448
2016-09-20,0.0006668875094995111,1.095316223045406
2016-09-21,0.00030797647497677813,1.0956535546747646
2016-09-22,-0.0005698734847766316,1.0950291707654543
2016-09-23,-0.00022408944039746377,1.0947837862913583
2016-09-26,0.0031009073135417416,1.0981786093410162
2016-09-27,0.0014170220134571653,1.0997347526051602
2016-09-28,-0.002981258035237966,1.0964561595373257
2016-09-29,-0.0139670165983082,1.0811419381577505
2016-09-30,-0.0170713794346379,1.0626853539087597
2016-10-03,0.012405356568348267,1.0758683446439592
2016-10-04,0.0006725688232663169,1.076591940150506
2016-10-05,-0.0005317913036007521,1.0760194179192073
2016-10-06,0.0006956617642171387,1.0767679634858087
2016-10-07,0.0006528181877165342,1.077470897196323
2016-10-10,-0.0015004457746883154,1.075854210541275
2016-10-13,0.002529954728934307,1.0785760729888778
2016-10-14,-0.0006870037434080177,1.0778350871891842
2016-10-17,-3.6001258935058734e-05,1.0777962837691208
2016-10-18,-0.005313549855073807,1.0720693594817003
