Stock,Portfolio,Beta
IGL.NS,CPI,0.49415575177478027
PATANJALI.NS,GDP,0.5718010180986662
PATANJALI.NS,IIP,0.44151047301508595
PATANJALI.NS,CPI,0.5110601849038308
THERMAX.NS,GDP,0.4932900185950904
THERMAX.NS,IIP,0.33827183989523363
THERMAX.NS,CPI,0.37680615842107157
MOTILALOFS.NS,GDP,0.7953795036248752
MOTILALOFS.NS,IIP,0.5055781424414851
MOTILALOFS.NS,CPI,0.5902571789793564
INDIANB.NS,GDP,0.9464502685126386
INDIANB.NS,IIP,0.7124524571330586
INDIANB.NS,CPI,0.6899899452873213
IDEA.NS,GDP,1.0897866850742268
IDEA.NS,IIP,0.732801957186143
IDEA.NS,CPI,0.75649722381125
SARDAEN.NS,GDP,1.1046298504599799
SARDAEN.NS,IIP,0.8391461671000501
SARDAEN.NS,CPI,0.8817558602663105
TATAELXSI.NS,GDP,0.747185734208423
TATAELXSI.NS,IIP,0.4830075062604893
TATAELXSI.NS,CPI,0.656305536200014
JBCHEPHARM.NS,GDP,0.5808489754726716
JBCHEPHARM.NS,IIP,0.39091349010520254
JBCHEPHARM.NS,CPI,0.5070990174148639
UBL.NS,GDP,0.6084367230508746
UBL.NS,IIP,0.380912754300955
UBL.NS,CPI,0.5235651653601957
CHOLAFIN.NS,GDP,0.9012662349696998
CHOLAFIN.NS,IIP,0.49784490856708774
CHOLAFIN.NS,CPI,0.6126297938199005
GRAPHITE.NS,GDP,0.6888269387230674
GRAPHITE.NS,IIP,0.5304085780218563
GRAPHITE.NS,CPI,0.5232244894766327
ECLERX.NS,GDP,0.3911556700671324
ECLERX.NS,IIP,0.2772802436811574
ECLERX.NS,CPI,0.3081405669840982
FSL.NS,GDP,0.7991323941142119
FSL.NS,IIP,0.5648606761887994
FSL.NS,CPI,0.5823396164677425
HEROMOTOCO.NS,GDP,0.8574093514440786
HEROMOTOCO.NS,IIP,0.3255121052102174
HEROMOTOCO.NS,CPI,0.4953648660036886
ADANIPOWER.NS,GDP,1.1101675016398254
ADANIPOWER.NS,IIP,0.8910936648513059
ADANIPOWER.NS,CPI,0.814599178821458
PERSISTENT.NS,GDP,0.5239034576893647
PERSISTENT.NS,IIP,0.3005534377837388
PERSISTENT.NS,CPI,0.39599827152383277
INDHOTEL.NS,GDP,0.7105677721835719
INDHOTEL.NS,IIP,0.4867502538500128
INDHOTEL.NS,CPI,0.5740631529905308
CGPOWER.NS,GDP,0.8198891824788714
CGPOWER.NS,IIP,0.565577718976029
CGPOWER.NS,CPI,0.5970989350020237
NAUKRI.NS,GDP,0.6020599971935392
NAUKRI.NS,IIP,0.31186107705555066
NAUKRI.NS,CPI,0.4741425831637336
KEI.NS,GDP,0.810730240267076
KEI.NS,IIP,0.558179587861683
KEI.NS,CPI,0.6491793987874472
IFCI.NS,GDP,1.2474618547080987
IFCI.NS,IIP,0.9762350138818823
IFCI.NS,CPI,0.905996938787146
CEATLTD.NS,GDP,0.749868203000637
CEATLTD.NS,IIP,0.5159014259961757
CEATLTD.NS,CPI,0.6056001080312798
MARUTI.NS,GDP,1.1761859492081088
MARUTI.NS,IIP,0.37437489779456945
MARUTI.NS,CPI,0.543575931328436
SAREGAMA.NS,GDP,0.6517775126679118
SAREGAMA.NS,IIP,0.5516142201665352
SAREGAMA.NS,CPI,0.582435144067737
BRITANNIA.NS,GDP,0.4728708176477973
BRITANNIA.NS,IIP,0.21287336267534868
BRITANNIA.NS,CPI,0.5678433000542069
JINDALSTEL.NS,GDP,1.1421590649703819
JINDALSTEL.NS,IIP,0.9293645641133075
JINDALSTEL.NS,CPI,0.7761319699460747
CARBORUNIV.NS,GDP,0.4615470467561071
CARBORUNIV.NS,IIP,0.31362039455463686
CARBORUNIV.NS,CPI,0.3954404136115227
ALOKINDS.NS,GDP,0.6627325680913297
ALOKINDS.NS,IIP,0.8286989979749565
ALOKINDS.NS,CPI,0.5117539179873268
EICHERMOT.NS,GDP,0.8049615300748784
EICHERMOT.NS,IIP,0.3977834572940623
EICHERMOT.NS,CPI,0.573785890750335
LUPIN.NS,GDP,0.4950414907871949
LUPIN.NS,IIP,0.3034715787974949
LUPIN.NS,CPI,0.47084385820518726
GPPL.NS,GDP,0.5087147565227129
GPPL.NS,IIP,0.3828642558648451
GPPL.NS,CPI,0.510834484046866
ELGIEQUIP.NS,GDP,0.4688677056116114
ELGIEQUIP.NS,IIP,0.35891906797159
ELGIEQUIP.NS,CPI,0.3299976088498889
SIEMENS.NS,GDP,0.8123427651178348
SIEMENS.NS,IIP,0.5343714449008148
SIEMENS.NS,CPI,0.664756831626249
KEC.NS,GDP,0.7273361199290616
KEC.NS,IIP,0.4826248983777942
KEC.NS,CPI,0.5185657591777347
BSOFT.NS,GDP,0.8080880215778923
BSOFT.NS,IIP,0.5084948136078414
BSOFT.NS,CPI,0.6282950707699786
KIRLOSBROS.NS,GDP,0.7193641873085856
KIRLOSBROS.NS,IIP,0.5198031005940005
KIRLOSBROS.NS,CPI,0.5653595697484707
CCL.NS,GDP,0.6494222605231729
CCL.NS,IIP,0.43347960365934285
CCL.NS,CPI,0.5040057702333773
GODREJCP.NS,GDP,0.564732550932688
GODREJCP.NS,IIP,0.25836997412774165
GODREJCP.NS,CPI,0.48650050077548324
BAJAJHLDNG.NS,GDP,0.8030451071030839
BAJAJHLDNG.NS,IIP,0.27116567137354664
BAJAJHLDNG.NS,CPI,0.3379331913269773
ELECON.NS,GDP,1.0325805024278254
ELECON.NS,IIP,0.7312664310665298
ELECON.NS,CPI,0.8021288377556672
BEL.NS,GDP,0.749913983508386
BEL.NS,IIP,0.5287265271382601
BEL.NS,CPI,0.6505418331515327
MANAPPURAM.NS,GDP,0.9672939698315256
MANAPPURAM.NS,IIP,0.6038589017180599
MANAPPURAM.NS,CPI,0.7385764007257335
DEEPAKNTR.NS,GDP,0.6889071744594832
DEEPAKNTR.NS,IIP,0.43525353354389873
DEEPAKNTR.NS,CPI,0.55143085756653
TRIVENI.NS,GDP,0.8230191440968013
TRIVENI.NS,IIP,0.7926458437438374
TRIVENI.NS,CPI,0.680189543390533
CENTURYPLY.NS,GDP,0.6395910258353616
CENTURYPLY.NS,IIP,0.47563372101312174
CENTURYPLY.NS,CPI,0.5359138504691345
POWERGRID.NS,GDP,0.4571381457726367
POWERGRID.NS,IIP,0.32175581270428855
POWERGRID.NS,CPI,0.34137083380122724
DUMMYDBRLT.NS,GDP,
DUMMYDBRLT.NS,IIP,
DUMMYDBRLT.NS,CPI,
TATAPOWER.NS,GDP,0.8872368085967258
TATAPOWER.NS,IIP,0.9267758370441952
TATAPOWER.NS,CPI,0.7045781856899966
ASTRAZEN.NS,GDP,0.4854253669313745
ASTRAZEN.NS,IIP,0.2908365076735319
ASTRAZEN.NS,CPI,0.4049606956908376
HINDUNILVR.NS,GDP,0.38707105945097847
HINDUNILVR.NS,IIP,0.13685269264418093
HINDUNILVR.NS,CPI,0.8192902460871576
MRPL.NS,GDP,0.7987393547656975
MRPL.NS,IIP,0.634384217358808
MRPL.NS,CPI,0.6342366512455174
BHARTIARTL.NS,GDP,0.6098927297524777
BHARTIARTL.NS,IIP,0.33941348064769605
BHARTIARTL.NS,CPI,0.41823934249510214
FEDERALBNK.NS,GDP,0.9989171387990438
FEDERALBNK.NS,IIP,0.6621670126848087
FEDERALBNK.NS,CPI,0.6924407506349803
SOLARINDS.NS,GDP,0.4097929917865707
SOLARINDS.NS,IIP,0.2866584055242036
SOLARINDS.NS,CPI,0.8876068355257725
FORTIS.NS,GDP,0.5463393904844975
FORTIS.NS,IIP,0.42939285209538836
FORTIS.NS,CPI,0.49583429763906367
UCOBANK.NS,GDP,0.873422611828984
UCOBANK.NS,IIP,0.749110645528759
UCOBANK.NS,CPI,0.6277362288606149
ZEEL.NS,GDP,0.8167678584123542
ZEEL.NS,IIP,0.46389044416314074
ZEEL.NS,CPI,0.594362010378227
BLUESTARCO.NS,GDP,0.5787074329351627
BLUESTARCO.NS,IIP,0.3532980067020254
BLUESTARCO.NS,CPI,0.42896303912031336
MRF.NS,GDP,0.7788136668281469
MRF.NS,IIP,0.48138126831228434
MRF.NS,CPI,0.5879997047829582
UNIONBANK.NS,GDP,1.1013674615697608
UNIONBANK.NS,IIP,0.8369279650287481
UNIONBANK.NS,CPI,0.7378332805588934
NEULANDLAB.NS,GDP,0.674722444575797
NEULANDLAB.NS,IIP,0.4652168789242867
NEULANDLAB.NS,CPI,0.6420295740374292
GMDCLTD.NS,GDP,0.7741119545752972
GMDCLTD.NS,IIP,0.6432407601703471
GMDCLTD.NS,CPI,0.6103384815503795
INDUSINDBK.NS,GDP,1.317479060291537
INDUSINDBK.NS,IIP,0.5760835655620951
INDUSINDBK.NS,CPI,0.7371848864954348
EIDPARRY.NS,GDP,0.6652843132644992
EIDPARRY.NS,IIP,1.1576858206215064
EIDPARRY.NS,CPI,0.5674240754189098
CHAMBLFERT.NS,GDP,0.7648207886028497
CHAMBLFERT.NS,IIP,0.5986267687233303
CHAMBLFERT.NS,CPI,0.6514747436661167
CGCL.NS,GDP,0.5474663675322785
CGCL.NS,IIP,0.31881466975160405
CGCL.NS,CPI,0.48598454765973514
TANLA.NS,GDP,0.725878106949685
TANLA.NS,IIP,0.6000934841885978
TANLA.NS,CPI,0.6482841239529825
KOTAKBANK.NS,GDP,0.7087763662230867
KOTAKBANK.NS,IIP,0.34801018406493467
KOTAKBANK.NS,CPI,0.5147699514496229
VEDL.NS,GDP,0.9453304455914944
VEDL.NS,IIP,0.6891448587989273
VEDL.NS,CPI,0.6227061542097905
PHOENIXLTD.NS,GDP,0.5462570360126122
PHOENIXLTD.NS,IIP,0.28942391148944824
PHOENIXLTD.NS,CPI,0.4295540558255915
ZENSARTECH.NS,GDP,0.5801881535554045
ZENSARTECH.NS,IIP,0.4148866911653709
ZENSARTECH.NS,CPI,0.5085426373465396
FINPIPE.NS,GDP,0.6405523125322551
FINPIPE.NS,IIP,0.49350170322586656
FINPIPE.NS,CPI,0.5625701254743025
HINDPETRO.NS,GDP,0.7800286965181221
HINDPETRO.NS,IIP,0.5334341357768768
HINDPETRO.NS,CPI,0.5533020486482306
COALINDIA.NS,GDP,0.5347468855723001
COALINDIA.NS,IIP,0.4030098683916391
COALINDIA.NS,CPI,0.3993507679259365
HAVELLS.NS,GDP,0.742340855839422
HAVELLS.NS,IIP,0.43696083539095915
HAVELLS.NS,CPI,0.5583148712889056
IDBI.NS,GDP,1.0334013683491883
IDBI.NS,IIP,0.8441517936681888
IDBI.NS,CPI,0.7911225083458056
JUBLFOOD.NS,GDP,0.7946432715326234
JUBLFOOD.NS,IIP,0.4531285170543983
JUBLFOOD.NS,CPI,0.7130728040950134
DABUR.NS,GDP,0.45874480935161716
DABUR.NS,IIP,0.20668193688486872
DABUR.NS,CPI,0.5524725616724018
ABREL.NS,GDP,1.257381839032772
ABREL.NS,IIP,0.8481576022993144
ABREL.NS,CPI,0.9399335209723203
MARICO.NS,GDP,0.3947054006370519
MARICO.NS,IIP,0.21191746973405204
MARICO.NS,CPI,0.5345816958409005
GPIL.NS,GDP,0.8501281138878725
GPIL.NS,IIP,0.6763637640431239
GPIL.NS,CPI,0.6966392841062502
BAYERCROP.NS,GDP,0.3713093239831764
BAYERCROP.NS,IIP,0.273167727816988
BAYERCROP.NS,CPI,0.3646877958134043
HSCL.NS,GDP,0.8610128845485567
HSCL.NS,IIP,0.648883311307169
HSCL.NS,CPI,0.7136180750381578
AIAENG.NS,GDP,0.33790898732053015
AIAENG.NS,IIP,0.20401186779464478
AIAENG.NS,CPI,0.30376904104789304
BBTC.NS,GDP,1.043677487405776
BBTC.NS,IIP,0.6878394910218691
BBTC.NS,CPI,0.8615750205289857
INFY.NS,GDP,0.3518226933933008
INFY.NS,IIP,0.16742578361321686
INFY.NS,CPI,0.2997659862255676
NAVINFLUOR.NS,GDP,0.6139572969640348
NAVINFLUOR.NS,IIP,0.41647674087763775
NAVINFLUOR.NS,CPI,0.6003513906266488
LINDEINDIA.NS,GDP,0.6066089152843922
LINDEINDIA.NS,IIP,0.4014000823674013
LINDEINDIA.NS,CPI,0.5506131738421458
GLAXO.NS,GDP,0.3107998636119083
GLAXO.NS,IIP,0.21033361235823902
GLAXO.NS,CPI,0.3138662207158345
PAGEIND.NS,GDP,0.5583274310803615
PAGEIND.NS,IIP,0.3063839421634858
PAGEIND.NS,CPI,0.4776378138413843
ENGINERSIN.NS,GDP,0.8074315556540278
ENGINERSIN.NS,IIP,0.5819274459395504
ENGINERSIN.NS,CPI,0.6649452944723997
FACT.NS,GDP,0.9144824751681743
FACT.NS,IIP,0.755223989039569
FACT.NS,CPI,0.8020089210092455
BALRAMCHIN.NS,GDP,0.8452952278545081
BALRAMCHIN.NS,IIP,0.7407049664641528
BALRAMCHIN.NS,CPI,0.7279550399645098
ADANIPORTS.NS,GDP,0.8867963075920284
ADANIPORTS.NS,IIP,0.5807804717060031
ADANIPORTS.NS,CPI,0.6765836002252437
COFORGE.NS,GDP,0.8405410936307698
COFORGE.NS,IIP,0.31911940463447214
COFORGE.NS,CPI,0.4910990526711363
CYIENT.NS,GDP,0.4000986900822269
CYIENT.NS,IIP,0.2521264813592315
CYIENT.NS,CPI,0.30577924963186887
KARURVYSYA.NS,GDP,0.6147288683931085
KARURVYSYA.NS,IIP,0.4387195861605374
KARURVYSYA.NS,CPI,0.4404350036795365
SJVN.NS,GDP,0.4457756713517879
SJVN.NS,IIP,0.3884877116320517
SJVN.NS,CPI,0.44514923784551824
RELIANCE.NS,GDP,0.7701851951566453
RELIANCE.NS,IIP,0.38933097338181366
RELIANCE.NS,CPI,0.49775084375244194
SOBHA.NS,GDP,0.7381493177027781
SOBHA.NS,IIP,0.5078270363940925
SOBHA.NS,CPI,0.5537616524449583
UPL.NS,GDP,0.7421338898510511
UPL.NS,IIP,0.44996667095134774
UPL.NS,CPI,0.5585113827136984
ASIANPAINT.NS,GDP,0.5956373901794902
ASIANPAINT.NS,IIP,0.24534526214988417
ASIANPAINT.NS,CPI,0.5141171478303086
GAIL.NS,GDP,0.6299010766720428
GAIL.NS,IIP,0.48606873619136776
GAIL.NS,CPI,0.48134100866343615
BIOCON.NS,GDP,0.6851669067072954
BIOCON.NS,IIP,0.4588227347474904
BIOCON.NS,CPI,0.6278803540661725
KAJARIACER.NS,GDP,0.5958171548265196
KAJARIACER.NS,IIP,0.37193734938193296
KAJARIACER.NS,CPI,0.5228385927011449
