Date,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
IIP,99.3,105.0,102.3,101.5,99.9,99.0,103.7,98.3,107.1,107.2,101.4,115.2,102.6,106.0,101.3,104.7,104.3,105.7,105.7,101.9,110.9,112.3,106.7,118.5,106.6,111.0,109.7,110.4,108.0,110.2,106.0,109.4,115.3,114.3,109.9,121.3,107.3,113.0,110.8,111.8,112.0,112.6,115.5,110.3,118.9,118.9,117.8,127.6,113.7,121.3,119.7,116.8,116.5,118.2,120.3,115.9,121.7,123.1,119.2,133.2,117.3,124.8,119.3,118.0,122.1,123.1,122.5,125.8,130.6,132.3,127.4,140.3,122.6,129.6,127.7,125.7,128.0,128.8,132.8,126.1,133.9,134.4,127.6,144.1,126.5,135.4,129.3,131.8,126.2,122.9,124.0,128.8,134.5,137.4,134.2,117.2,54.0,90.2,107.9,117.9,117.2,124.1,129.6,126.7,137.4,136.6,129.9,145.6,126.1,115.1,122.8,131.5,132.4,129.5,135.0,128.0,138.8,139.3,131.4,148.8,134.5,137.8,138.3,134.4,131.5,133.8,129.5,137.7,145.9,147.4,139.3,151.7,140.7,145.6,143.9,142.7,145.8,142.3,144.9,141.1,152.3,153.6,147.1,160.0,148.0,154.7,151.0,149.8,145.8,146.9,150.3,148.1,158.0,161.6,151.1,166.3,151.8,157.6,153.3
